id,followers_count,following_count,statuses_count,verified,label
u961605585958588417,1134,1248,7695,0,0
u21849984,281,872,3754,0,0
u701185475994853376,233,866,200,0,0
u1471588136400654336,503,804,2704,0,0
u1188463571157602310,1067,1338,6253,0,0
u1412165749217628173,4279,4292,4182,0,0
u72009595,2536,4128,15322,0,0
u968602221578543105,2533,3573,8619,0,0
u244710590,5624,5612,111600,0,0
u636188854,8827,9268,422486,0,0
u921801660,2232,2075,9321,0,0
u133349457,1547,1708,162923,0,0
u3227118874,2561,3358,119866,0,0
u839940392716021761,7087,7421,1250,0,0
u4850308619,6386,6378,6671,0,0
u419910512,1702,1941,16989,0,0
u1098727955822456833,880,1429,8495,0,0
u280459733,8909,9534,159482,0,0
u813103596984291328,1364,2081,4047,0,0
u51678787,1750,1768,41222,0,0
u151892078,777,2106,2159,0,0
u225481355,1017,1001,17115,0,0
u4157594363,1552,2047,15285,0,0
u3372906430,494,1518,10015,0,0
u741402781,495,823,742,0,0
u1089974972674703360,137,292,55,0,1
u50691638,1281,2133,6912,0,0
u41333934,5073,5193,124046,0,0
u1476276916726513676,60,411,225,0,0
u1346920690868318209,2321,2743,5156,0,0
u1465267578251755520,2587,2194,837,0,0
u2337185060,807,1408,15053,0,0
u1016022128699891714,8256,8036,2722,0,0
u143795605,395,530,9281,0,0
u959835096105840640,2315,3293,21008,0,0
u71091445,767,1474,2086,0,0
u1226233874142973952,3261,3190,12861,0,0
u1001653418,1139,2117,1632,0,0
u1431358317423693827,1491,2280,7232,0,0
u1295006701515681794,900,2182,23596,0,0
u1243554965286780928,3012,3004,15130,0,0
u247709361,10162,8779,66692,0,0
u748168646644670464,618,1178,3145,0,0
u459438278,1638,5001,22803,0,0
u2761711506,4421,4267,930,0,0
u1395349391637106689,295,418,2533,0,0
u2618406273,665,559,13948,0,0
u1088817383006003202,471,1071,4979,0,0
u885885059617738752,576,685,159574,0,0
u1187822204,1949,3780,4122,0,0
u39524457,791,873,30822,0,0
u700981265281978368,915,2265,24739,0,0
u1363496005757468673,236,380,380,0,0
u1726635955,3471,3606,10238,0,0
u316985617,233,605,5562,0,0
u3054178527,1750,2765,4216,0,0
u294530934,3910,4142,4022,0,0
u353781437,72,177,3321,0,0
u494176799,1367,2027,7423,0,0
u489377813,30868,20229,131089,0,0
u879759822035570688,555,1075,8037,0,0
u25780347,110,470,3359,0,0
u760694335356690432,22419,24420,317046,0,0
u1264568815,5343,5138,139336,0,0
u1464909916607447046,1176,2100,100,0,1
u768334315,2317,1247,10543,0,0
u1343240216157425664,5274,5773,38459,0,0
u1015270771646717953,20954,20926,75491,0,0
u1166174639988436992,230,817,5414,0,0
u14885194,6599,6747,11837,0,0
u3312840571,33315,36636,226852,0,0
u745747580210970624,4880,5124,234051,0,0
u1339066678068486144,4983,5007,23417,0,0
u20617883,5348,5461,10915,0,0
u217766268,2908,5000,13099,0,0
u4203800363,12339,7048,44344,0,0
u1444314418221834243,949,957,205,0,0
u1470296862301339651,436,528,509,0,0
u205419275,892,1940,1719,0,0
u1413557059124088837,3641,4079,1796,0,0
u1112124232119578630,1186,1176,453,0,0
u58244989,1739,1859,4902,0,0
u1227965903758864384,8261,6608,39282,0,0
u1470534775693844482,637,964,112,0,0
u178494883,3306,4486,6397,0,0
u265997725,745,1889,439,0,0
u397469297,5079,5289,6452,0,0
u1476463052354723842,375,361,21,0,0
u1242614786959040514,886,2875,141,0,0
u1184979251390369792,23134,25037,62217,0,0
u14547319,16692,17115,13721,0,0
u1305246727327293446,3319,3313,5437,0,0
u28803986,34553,33895,30148,0,0
u1437420715758825486,1203,1387,1840,0,0
u1297703836187086848,19385,15921,27981,0,0
u31212830,17874,18745,233479,0,0
u1034250341989208064,6453,6884,32619,0,0
u18776046,1197,1541,16947,0,0
u296190046,2006,2842,8837,0,0
u709277212504150016,1208,1460,33177,0,0
u727073761141334016,6062,6123,30775,0,0
u14132126,3711,4389,28718,0,0
u875448362220302337,13191,13340,121268,0,0
u241488243,3477,5000,13639,0,0
u47192867,1939,4814,32714,0,0
u1161156626671423488,7956,5540,17580,0,0
u1108463820048084992,379,650,10088,0,0
u816557172498825216,2063,3189,41423,0,0
u1392226706254180360,5161,5375,849,0,0
u195299434,1161,2049,13674,0,0
u20335811,1316,1921,22110,0,0
u37716891,806,1905,4520,0,0
u1025785361467887616,4193,4582,33382,0,0
u949387674737086464,3441,3293,67784,0,0
u862658023,2930,2243,123069,0,0
u1463198284491603972,451,627,441,0,0
u1293457925172756480,1608,1897,45656,0,0
u1526049823,2851,4921,10860,0,0
u4195533628,2110,2288,12132,0,0
u956219336166797312,2060,804,990,0,0
u208789178,3704,768,15905,0,0
u1105210316873359360,2143,37,288,0,0
u351065125,54499,1278,49417,0,0
u21232827,88883,1108,46114,1,0
u1103518614982819840,699445,193,485,1,0
u14791825,461,156,2982,0,0
u1120564659805929473,111459,1703,1069,0,0
u2377503920,52,164,67,0,1
u14076724,4368,564,6032,0,1
u415205096,16377,4650,3470,0,0
u1191207924,20550,2283,8069,0,0
u2446290924,22618,4,1176,0,0
u31078404,46311,2223,17023,1,0
u3324920832,41028,3097,4129,1,0
u220139885,149147,19,8092,0,0
u15246621,190541,895,37400,1,0
u173602716,8413,776,6581,1,0
u1649128015,117077,2014,20790,0,0
u1033127171298975744,258466,89,38831,0,0
u3448284313,59970,128,7638,0,0
u7557352,182586,580,3393,1,0
u3276831270,7470,1914,47561,0,0
u6474072,5470,596,5160,0,0
u1180622595923820544,116965,354,2802,0,0
u955428080,1350,444,2987,0,0
u15447522,112488,9645,48592,1,0
u959539956,18534,659,9264,0,0
u15026369,8629,2367,47283,0,0
u262298895,35116,1783,3367,0,0
u2850397899,30674,565,1095,1,0
u1068614035044622336,19166,886,19788,0,0
u369735258,127286,618,1515,1,0
u1386807650961219584,2984,30,74,0,0
u809008939,3733,4000,4618,0,1
u236498168,940,97,1046,0,0
u40688198,6926,2136,2990,0,0
u2916040579,9137,2934,40121,0,0
u2902314813,3860,837,976,0,0
u68912968,22137,1012,20585,0,0
u1342357104007503872,48135,106,2182,0,0
u1221470043168485381,33094,1366,7713,0,0
u1237313316,2363,1007,1978,0,0
u23275456,67168,291,36267,1,0
u1196070618921406464,3132,1,224,0,1
u15079601,78248,347,173556,0,0
u757616569593638912,86274,174,12245,1,0
u1371195865851781120,480,334,200,0,0
u536428919,9742,1421,18175,0,0
u3145683579,2483,722,4732,0,0
u4885277053,319627,14,8019,0,0
u1429955628949192708,18656,327,1446,0,1
u3326912038,14620,897,31075,0,0
u37065910,74270,2831,36526,0,0
u879175235626389504,4463,669,1141,0,0
u15735804,12437,656,2762,0,0
u1341814365889179649,92939,4,2752,0,0
u1318985240,32431,993,25358,0,0
u715378234997616640,131955,101,5814,0,0
u905145041374535681,66368,636,12573,0,0
u840010544425889792,121066,360,11725,0,0
u1273505391553449985,137824,160,16701,0,0
u793023,136291,414,9427,1,0
u15670515,6784530,1350,366096,1,0
u836224570013138944,113511,282,263,1,0
u3827302049,9986,3,703,0,0
u24228154,31190,1960,31216,0,0
u234374703,333045,882,8835,1,0
u1328704176772288513,610501,9,706,0,1
u15904669,165919,2140,22962,0,0
u67290367,32120,499,5446,0,0
u15427422,24556,485,68751,0,0
u15790639,54161,1750,121027,0,0
u431815660,26989,737,4847,0,0
u1301215504686694400,39010,101,4752,0,0
u3754891,333188,1,39092,1,0
u1156656695038357504,48595,102,6250,0,0
u244991150,25011,1239,9703,0,0
u1439381885013172227,9349,439,1242,0,0
u819340209724735488,4043,0,1582,0,0
u928823503163293697,1937,92,2667,0,0
u3316533172,4625,958,12836,0,0
u9615352,32367,0,3591,0,0
u1195813050198216708,27148,374,2277,0,0
u20235586,10670,375,67134,0,0
u1112832806282055682,6332,80,587,0,1
u30192824,49504,842,11375,0,0
u1301613500352077825,2099,108,849,0,0
u2363049998,33487,696,1382,0,0
u1957401379,10265,669,1041,0,0
u187691014,7671,634,1961,0,1
u89225644,37807,86,50312,1,0
u27978241,63668,883,82966,1,0
u1151046460688887808,450766,18,2193,0,0
u17900666,488657,307,290435,1,0
u22932788,65843,704,101922,1,0
u17163609,53254,662,2442,1,0
u538399586,373671,859,24414,1,0
u1396935881844473861,3470,11,12,0,1
u1057769718864461824,125054,12,1278,1,0
u395978320,88067,1,1399,1,0
u18050416,13889,14192,36407,0,0
u60204807,36196,2348,3055,1,0
u1254192452522696705,50124,27,920,0,0
u8249162,64271,1906,163163,1,0
u1432630844720562177,625,7,114,0,1
u499230066,232244,862,62157,0,0
u61328496,9514,2617,42062,1,0
u16609069,13582,561,47633,0,0
u791736107218022400,4117,3518,5411,0,0
u2966288337,16101,3613,11354,0,0
u2910678111,839,3230,583,0,0
u719057596540461057,17949,633,1726,0,0
u16205323,2201,981,4795,0,0
u814826774,4837,2556,5341,0,0
u851768774,39765,55,227,0,0
u85225861,3305,873,3067,0,0
u1116963408249667588,17626,30,3772,0,0
u61342056,92867,712,144700,0,0
u300735125,1054,528,955,0,0
u1416562236,8835,27,367,0,0
u412587524,220080,261,15066,0,0
u32483086,1574,181,141583,0,0
u133818287,76856,935,4001,0,0
u16581406,3140,1759,39591,0,0
u1004477553984204800,8613,1914,5127,0,0
u1356248804899565569,2656598,5,580,1,0
u2178012643,587921,3963,22580,1,0
u59836926,1345,746,1020,0,0
u1211667561173020672,3076,645,1803,0,0
u571771109,142201,148,5167,1,0
u19454060,19712,1060,3942,1,0
u976124518065373184,136513,1131,5912,1,0
u102625641,52109,182,18819,1,0
u330151669,6632,1270,4432,0,0
u293815131,233611,126,4527,1,0
u18275645,30852,55,4356,0,0
u14343311,11728,1734,7627,0,0
u637202933,13309,3542,13335,1,0
u14832563,95755,58,27083,0,0
u1017428432,21908,3983,10005,0,0
u6742522,27284,15642,88122,1,0
u1179330047120773120,451,690,4029,0,0
u66780587,1981049,939,36210,1,0
u71531021,2951,341,1968,0,1
u1186334500625752066,14319,385,34704,0,0
u1966814653,66409,5,1102,1,0
u1192511716346621958,12343,86,309,1,0
u49663664,179416,6,21545,0,0
u15638834,4570,3870,33423,0,0
u1292738130441908224,55438,116,25427,0,0
u26316614,4175,2048,3867,0,0
u1135512301,49693,792,10010,1,0
u1288200493601366016,6047,174,387,1,0
u866426699193491459,296373,954,25799,0,0
u14130408,39758,560,6785,1,0
u1344759366671589376,41881,240,3663,0,0
u208212889,38608,167,5651,0,0
u714051110,338595,66,29865,1,0
u1330665423382192131,6315,200,6361,0,0
u3168303666,12571,7949,28732,0,0
u45967905,31472,709,5541,0,0
u82389940,89480,2126,854,0,0
u13418472,974591,83,7935,0,1
u1201897667468681216,2737,4988,3089,0,0
u171753658,27004,1738,18888,0,0
u284278132,340205,674,19085,1,0
u511012448,5516,374,2193,0,0
u969571031030616071,195114,1349,51771,1,0
u1054561163843751936,275392,98,41730,0,0
u36133587,3555,384,570,0,0
u1040755321915011072,54132,1329,17101,0,0
u1098266607594455041,114068,396,25414,0,0
u36542528,186873,2515,155741,1,0
u854581958,43020,7786,18549,0,0
u2361979572,19354,11291,9785,1,0
u74575590,22844,5234,20464,1,0
u857643149149085696,41902,424,25151,1,0
u383012058,58791,787,28835,1,0
u447644824,139168,38,3978,1,0
u117848769,687164,343,3214,1,0
u893899077989138433,12390,3216,2904,0,0
u235348644,513682,268,807,1,0
u14883821,68866,8326,54129,1,0
u206662545,44297,5963,6870,1,0
u183791347,15687,690,720,1,0
u14352556,692722,12301,219165,1,0
u48132759,5194,4779,378,0,0
u18994034,51967,2428,16938,0,0
u18809935,3965,899,13561,0,0
u7456262,104802,1640,6363,1,0
u15419652,536277,1400,15352,1,0
u361289499,2007066,673,20125,1,0
u29792675,18279,144,2279,0,0
u35414986,33266,2906,19089,0,0
u2725104191,94327,949,7560,0,0
u14718218,229572,1551,20279,1,0
u1272919957429538818,172394,263,12609,0,0
u17101063,3225,1193,7040,0,0
u1353244441281228802,22109,0,553,0,0
u814964403284115457,107052,502,8737,1,0
u755014556167053312,26577,960,860,1,0
u751560747566510081,76147,5,191,1,0
u89887215,1274895,7855,41517,1,0
u48144950,173194,1517,13714,1,0
u38399009,32940,1687,50903,0,0
u339061487,1472882,6467,62297,1,0
u885303399037583365,9165,2134,5537,0,0
u2364193524,2283,979,9627,0,0
u29893444,170152,302,5818,1,0
u2704294333,440572,33,110360,0,0
u20416077,95418,422,1823,1,0
u15652782,23005,209,30994,0,0
u105353526,355703,88,28225,1,0
u859759392681545728,89395,314,1919,0,0
u124824681,18312,325,11963,0,0
u110344340,6643,276,1841,0,0
u1184231093576392704,24635,926,4186,0,0
u18858270,18340,2559,11181,0,0
u706319291696619520,2726,476,766,0,1
u970813378607267840,17636,746,9072,0,1
u1485052376,49350,70,13048,0,0
u27519453,41617,2385,9038,0,0
u1293505084484132864,25405,395,4709,0,0
u893818632089763840,453298,2760,46205,1,0
u5435752,13245,2869,1923,0,0
u2648357839,202180,565,23321,1,0
u79008596,26074,71,175,0,1
u99886636,9925,1625,2146,0,0
u760345658,153164,479,7141,0,0
u23504313,33138,292,1119,0,0
u86052250,29697,677,9980,1,0
u18856867,1186214,848,451324,0,0
u718182886,34720,299,14657,0,0
u1284611883333541890,3906,84,4638,0,0
u26389359,123287,289,368,1,0
u661723,6956,2027,61275,1,0
u17394561,7138,640,25228,0,0
u52370117,34047,6000,123479,0,0
u81877443,20048,157,484,1,0
u1488984860,3206,1512,4033,0,0
u17702451,6576,2274,17703,0,0
u3410575617,128769,48,107003,0,1
u14562935,12030,550,3674,1,0
u876448351268380672,34636,2869,20376,0,0
u1368016328775372801,175,122,40,0,1
u2902349190,508446,97,1041,0,1
u20169416,157456,4300,18840,1,0
u60113926,220630,995,95540,0,0
u817007725666242561,179976,265,37867,1,0
u14292717,206820,2052,193470,1,0
u246444102,18003,2764,15885,1,0
u100024370,152577,250,172442,1,0
u349249475,207050,5700,102195,1,0
u1027041315110842368,87218,54,1145,0,0
u22110973,41150,955,11788,0,0
u17213701,40815,697,7880,1,0
u31468297,6708,827,28366,0,0
u1260572279139860487,12605,301,7281,0,0
u19595287,249213,2187,28867,1,0
u23368614,54703,13157,47554,0,0
u979566308,59365,426,19872,0,0
u58560480,664397,3514,5050,1,0
u158610400,116532,931,12068,1,0
u2887865951,94383,86,5483,1,0
u52166809,347312,526,129319,0,0
u15710997,16582,969,99149,1,0
u1579422614,732624,47,11243,0,0
u210230802,23411,956,3420,0,0
u1242240513811480576,459467,222,4133,1,0
u15446551,189267,6623,111070,0,0
u31443179,589,760,266,0,0
u1311753748197199872,15596,206,1318,0,1
u14904260,10184,6578,47184,0,0
u986282403458048000,12598,234,1537,0,0
u1979921,114765,2696,11609,1,0
u50547284,15401,202,45739,1,0
u2177224099,19817,594,7765,0,1
u1067927682023915521,189391,1492,13903,0,0
u1337780902680809474,688602,1351,4293,0,0
u2815661158,378070,3503,6991,1,0
u533539874,57345,888,26211,1,0
u199170156,70235,1501,17149,0,0
u918804624303382528,1750539,198,8803,0,1
u188643264,4424,741,9246,0,0
u54980468,4485,3568,5433,0,0
u4858859837,71855,139,16674,0,0
u21789463,214576,1174,6847,1,0
u34045434,30788,396,1197,1,0
u435331179,1506057,2666,18231,1,0
u20102012,4247,2957,35465,0,0
u27924685,3950,199,3867,0,0
u399170212,6377,129,15269,0,0
u799394402112184320,11563,5,1466,0,0
u1318997279328460801,57373,987,33323,0,0
u62591681,2107020,189,2559,1,0
u520672793,10856,2090,9504,0,0
u323985128,31435,1689,10439,0,0
u971046392872521730,65161,1237,19568,1,0
u880520562459762689,5631,1369,10235,1,0
u44504252,23316,1121,14071,0,0
u2653394250,136211,9,3270,0,0
u250980843,677031,1673,5885,1,0
u24222556,1015420,2650,11914,1,0
u25501266,122,73,66,0,0
u2453385626,877475,935,38956,1,0
u14579415,598667,1995,142104,0,0
u1038525770421993475,22441,768,30631,0,0
u1200616796295847936,469261,2377,62389,0,0
u2576627408,18024,335,5877,0,0
u7017692,81878,25090,399,0,0
u61555249,21530,322,14053,0,0
u16930986,157673,241,2598,1,0
u3240992597,2874,534,1321,0,1
u65585297,67825,42,2340,1,0
u1225646869730054146,67128,1,697,0,0
u430250670,169282,593,5842,1,0
u461194204,1963,480,403,0,0
u636923,82662,321,81812,1,0
u82560556,10595,2714,30486,0,0
u31142666,32427,5001,76432,1,0
u13205612,16810,4726,4560,1,0
u5512832,30840,325,4569,1,0
u3383743558,4184,630,242,1,0
u318692762,93964,3948,16202,1,0
u15712930,7569,1021,2757,0,0
u3661424780,31400,1134,5498,0,1
u17350520,10973,7481,133626,0,0
u330021174,2450,1443,12480,0,0
u3278861726,7045,652,14311,0,0
u129545601,985,1033,2332,0,0
u1144685743341572097,2466,898,4799,0,0
u11167502,569211,388,19280,1,0
u332617373,444203,945,19559,1,0
u93302391,10258,167,690,0,0
u797080163381112832,133159,0,1066,1,0
u586,1658118,1006,79959,1,0
u914061,2434215,590,6657,1,0
u16242081,598750,493,1262,1,0
u606806109,78517,86,5846,1,0
u1077214808,380491,733,9505,1,0
u50718079,26099,1137,13640,1,0
u46446956,48689,1431,6714,0,0
u960923246341234688,320864,198,10418,1,0
u20180686,38957,1499,11966,1,0
u182084459,3735,2262,516,0,0
u1478433775,104971,517,7990,0,0
u5506012,6820,529,3097,1,0
u650013,49157,1370,25014,1,0
u2950206855,568462,263,425,1,0
u942156122,1196223,10962,17253,1,0
u29501253,3073362,858,6477,1,0
u1035589965202239488,7548,3234,3496,0,0
u1507338108,377634,1341,81704,1,0
u14606079,935138,539,93180,1,0
u270527418,14343,574,4323,0,0
u15942325,403,822,1045,0,0
u70831441,95616,491,2404,1,0
u14640565,48226,73,8557,1,0
u9381512,46504,1218,28339,1,0
u2813398537,257723,90,2276,0,0
u78381071,192408,990,9669,1,0
u21216066,73220,132,7060,1,0
u22829097,17407,1241,1281,0,0
u21913139,23964,1134,4090,0,0
u399432982,18285,600,3330,0,0
u14124059,324292,7341,43174,1,0
u17905618,54091,3,42243,1,0
u29477717,33125,514,2890,1,0
u6240342,4399,1176,7992,0,0
u727007094,153683,425,38871,1,0
u34379755,73007,2083,34500,0,0
u18719020,119541,1118,76962,1,0
u18378349,206042,783,217186,1,0
u2571501973,79634,1246,6575,0,0
u15521222,4774,901,30404,0,0
u2839825685,7258,1616,2569,0,0
u1072944174448685063,76960,2695,25444,0,0
u312723690,11432,1578,37849,0,0
u63384057,10332,7174,182991,0,0
u863027975247343618,48626,2,6320,0,1
u97114171,78804,753,77687,0,0
u57367121,2334,1620,7218,0,0
u53368690,3836,1485,29306,0,0
u15498132,9045,951,5591,0,0
u731279155,16890,1348,7076,0,0
u216776631,15440648,1474,20363,1,0
u30047063,19703,918,4061,1,0
u2347475803,47952,2120,9961,0,0
u1167122150,9551,3054,13716,0,0
u997040168,98017,266,6924,1,0
u429531188,165473,314,36360,1,0
u928843374315966464,7353,48,118,1,0
u661613,21202,4564,101003,0,0
u18104734,47609,1718,53211,0,0
u51848919,49877,849,16298,1,0
u766474631389863937,13587,11045,7615,0,0
u15278016,64628,376,485,0,0
u81538231,6342,745,10083,0,0
u159822053,155285,33,22061,1,0
u1013105528,3935,1363,10689,0,0
u1247464470,16048,1916,42073,0,0
u937467860,20471,262,5869,0,1
u119802433,55883,13220,349387,1,0
u3030922321,31791,705,3706,1,0
u95821953,9211,6387,6801,0,0
u2872266332,2871,1959,4179,0,0
u23236722,3961,364,38855,0,0
u215035672,18648,1533,11925,0,0
u803694,24744,239,13450,1,0
u20963651,42721,3886,17311,0,0
u177729631,26510,533,1917,0,0
u127663699,11107,4144,63037,0,0
u22088714,65260,1830,29471,1,0
u16451508,206,738,1827,0,0
u239987002,6268,1625,57584,1,0
u22837115,22906,3597,19788,0,0
u3698473661,67,686,365,0,1
u88749392,2436041,1768,106828,1,0
u15926485,9196,4385,17765,0,0
u2208083953,9816,536,2697,0,0
u18193572,67454,660,22524,0,0
u388472947,195641,18,2592,0,0
u17000457,868629,20,46008,1,0
u19481808,86838,1199,54205,0,0
u49465463,155010,861,113506,1,0
u782329,24962,734,46266,0,0
u757891106,271326,920,7101,1,0
u14660297,100748,1534,51424,1,0
u6397312,46576,1213,45570,0,0
u14874571,47106,555,5473,0,0
u16913772,512033,11,74946,1,0
u765694,59710,5667,51844,0,0
u9460682,416847,307,19390,1,0
u41754227,159535,217,8634,1,0
u2832071580,109668,16,11892,1,0
u474113855,155721,4,3949,1,0
u14996376,192144,809,21671,1,0
u101609102,24732,1233,18102,0,0
u6398252,53847,1712,9170,0,0
u740773259218718720,2726,530,3800,0,0
u1912110366,9572,200,787,0,0
u744927347099344897,45358,163,2306,1,0
u1030656907038609408,45454,3191,50538,0,0
u845103692873289729,1319,669,705,0,0
u55733752,11924,359,6731,0,0
u48494794,4157,364,21727,0,0
u223613150,6831,892,22478,0,0
u33323849,272907,406,31012,0,0
u1039833297751302144,2085795,18,60920,0,0
u23642374,2502672,921,83945,1,0
u213351779,22450,642,3083,1,0
u3763761,213588,62,3419,1,0
u46113,13322,1541,91606,0,0
u17856201,7187,3223,17886,0,0
u44052627,3494,1090,13465,0,0
u24807616,4022640,507,51481,1,0
u15229928,2669,146,9680,0,0
u65104809,3079,2319,350,1,0
u936011619804442624,7516,3,223,0,0
u140704469,5009,727,5286,0,0
u737767282579898369,33615,24784,5676,1,0
u285428413,134613,4,2107,1,0
u26330898,10603,401,20087,0,0
u5676102,281763,10449,226313,1,0
u6031,19528,1710,20057,1,0
u14515572,1777,1191,20505,0,0
u8942382,51831,5681,71074,0,0
u1066151600,66647,3224,37153,1,0
u24358412,127082,336,8925,1,0
u54651021,2833,187,1009,0,1
u15300187,46563,5383,11759,1,0
u646533,111891,574,52551,0,0
u2726371717,3225,57,28,0,1
u446966253,2730,70,180,0,0
u10809412,84297,1106,17947,1,0
u6655612,81395,999,14818,1,0
u1244622433,2838,2765,23947,0,0
u332018940,13987,591,5938,0,0
u3316200181,1832,1903,20911,0,0
u2785337469,63627,1308,3936,0,0
u796886868474236929,1828,5,163,0,0
u393033324,183587,1,49036,0,0
u190286772,8461,839,1504,1,0
u1006490087985696773,10628,2163,21999,0,0
u14137772,68976,581,45328,1,0
u16121674,3432,429,3659,0,0
u14064122,1482,166,5610,0,0
u234765685,22175,123,3811,0,0
u130304151,6009,929,16017,1,0
u816375540303077377,144105,616,28586,0,0
u46245868,52841,690,13108,0,0
u931187167811985409,69386,48,6342,1,0
u18243846,282417,576,87811,1,0
u22512172,14358,682,6996,0,0
u188809568,61486,14923,9378,0,0
u820705814906339328,379596,995,18310,1,0
u458647237,30805,759,10728,0,0
u753251908761055232,9860,211,1279,0,0
u197313522,17766,170,3008,0,0
u7648872,14850,1007,42529,0,0
u25198779,103205,1465,11556,1,0
u37868134,28610,205,168278,0,0
u361690384,2285,970,9971,0,0
u525558124,2108,394,578,0,0
u17850415,4937,1103,6181,0,0
u24257941,41103,843,57832,1,0
u1041785194095816704,48997,557,3924,1,0
u26784273,1284449,254524,12802,1,0
u317271050,4106,1178,17477,0,0
u798297731961913344,37192,64,974,0,0
u14504859,2025772,1247,44796,1,0
u136136326,313057,314,3633,0,1
u534255106,65509,2289,19149,1,0
u14792516,164152,2583,30110,1,0
u34457073,1034,1373,1512,0,0
u711373933681836036,11191,124,986,0,0
u1262413328,13496,2,58,0,0
u993576667208601600,1012,1060,1758,0,0
u839506007218757632,27523,562,395,1,0
u25101704,555575,1116,27002,1,0
u24795283,159511,539,10667,1,0
u750554018,62989,649,11045,0,1
u1358475462,11901,909,5499,0,0
u13192972,388111,6186,362573,1,0
u68060037,38203,1065,12574,1,0
u14225080,13805,547,13188,0,0
u115494880,55243,871,9334,1,0
u14092380,16388,827,3657,0,0
u14164724,51996,2909,36560,1,0
u19135093,1962,864,17285,0,0
u3270678680,47259,124,6289,0,0
u2251623492,375384,1,1344,0,0
u13393052,2007030,5644,58606,1,0
u4159768852,3794,580,1244,0,0
u22747624,241099,108,2216,1,0
u34127592,3460,564,5512,0,0
u278523798,22319,25,577,0,0
u15948437,176432,611,7770,1,0
u261546340,62383,15,135,0,0
u5637652,283438,268,79584,1,0
u7542902,28789,159,1748,1,0
u242069220,40977,481,9296,1,0
u83996344,6696,863,2076,1,0
u194663014,16671,1117,5129,1,0
u16789581,5528,963,6042,0,0
u19411223,3684,668,3521,0,0
u21084111,14229,1053,22060,0,0
u17242884,21458,1793,31295,0,0
u44195788,2729,619,11494,0,0
u2999160673,405,657,2056,0,0
u367089411,9592,679,19380,0,0
u8564482,9638,1133,9707,0,0
u945943164,7719,82,2156,0,0
u190564700,14263,367,10498,0,0
u1556132462,6238,670,2591,0,0
u14802452,847,767,810,0,0
u42827413,325,668,203,0,0
u3230388598,46840,2896,47917,0,0
u9308212,44607,435,10004,0,0
u2864338990,1559,1668,910,0,0
u1033656470,10882,196,1031,0,0
u1098742782,5108,230,733,0,0
u176883031,27866,698,3837,0,0
u5849202,10872,490,1604,0,0
u10921932,509985,521,113109,1,0
u841910365,162047,107014,68744,0,0
u18690908,37504,1597,10284,0,0
u153470677,1434048,97,4460,0,1
u24189457,105315,610,5302,0,1
u35170969,121002,841,32163,0,0
u116460304,116759,745,4759,1,0
u17852550,115709,792,26046,1,0
u151543746,107098,1039,27471,1,0
u26259480,987911,457,76389,1,0
u117529716,59588,3249,22551,1,0
u116551841,59975,1362,43004,1,0
u26264020,173740,44,15071,1,0
u19458230,300995,160,17221,1,0
u24395545,166616,7239,15851,1,0
u58582341,117725,5,17471,1,0
u19916163,100116,1233,45321,1,0
u14562016,1397001,416,89365,1,0
u109275593,6005619,201,1221,1,0
u985401,123017,1687,24512,1,0
u18488763,126309,5211,22612,1,0
u17244973,1037283,1933,61719,1,0
u2452415785,58,466,3,0,0
u4872618864,15320,664,167,0,0
u1409679861120077830,1174,4120,435,0,0
u1331105482019270657,1612,3879,9,0,0
u930132170001276928,443,4742,19963,0,1
u1243925760995471363,35,445,14,0,0
u887842865329713152,22286,24037,658526,0,0
u1858676030,1862,2204,1,0,0
u15369253,32406,38727,42134,0,0
u2805275089,7123,990,4263,1,0
u1103080440,6965,1548,2711,0,0
u441970965,139261,24820,304382,0,0
u1703147082,287,1746,301,0,0
u1240023828,304,994,557,0,0
u14606748,339,363,310,0,1
u26941928,159650,176101,8771,0,0
u474376033,8066,10583,1418,0,1
u401594262,49421,38011,10454,0,1
u106835731,99198,89150,70245,0,0
u21279340,286947,129818,134583,1,0
u242837638,7851,9734,158,0,0
u91073277,4911,5390,7500,0,0
u444940567,410760,298516,36717,0,0
u16385353,50756,42043,90002,0,0
u18572616,195919,179667,6215,0,0
u345518286,23038,24679,5538,0,1
u1359561,917409,928792,42430,0,0
u330334324,26817,4015,29242,0,0
u70122463,475109,420414,14790,0,0
u230111173,537766,603057,44612,0,0
u318558574,117317,114091,17324,0,0
u55682086,48593,49085,5492,0,1
u90577822,322410,427924,116,0,0
u318383192,597704,980125,54409,0,0
u410743094,521,1583,1249,0,0
u139463313,23941,26482,11045,0,0
u50325733,54,248,35,0,1
u312981051,35370,12286,33924,0,0
u231484600,10026,8630,21391,0,0
u403942389,268977,245519,103586,0,0
u40912103,24335,0,1701,0,0
u96851559,20109,24221,1496,0,0
u37088719,110098,104379,50682,0,0
u496654260,39,155,172,0,0
u297596341,10388,14437,322,0,0
u59699786,9885,8662,10788,0,1
u286683157,39049,41291,9922,0,0
u531687348,454,1743,561,0,0
u405723601,7621,8649,3070,0,1
u58093545,11924,6644,14014,0,0
u20936595,19624,0,3404,0,0
u288175554,4764,6305,65,0,1
u426949523,21386,6798,1143,0,0
u168159159,5876,7382,9940,0,0
u135348838,355299,272328,119899,0,0
u19920360,107641,73850,83143,0,0
u327697120,5413,7153,213,0,0
u406832691,226,1171,59,0,0
u16261638,518189,484978,246749,1,0
u423690128,1664,1890,710,0,0
